country_id,year,log_exports,tfi_score,log_gdp,log_distance,tariff_rate,infra_score,fx_volatility
Country_001,2014,11.372789738289491,0.6072813214307398,10.549729276522736,7.224668284466934,15.947184861270363,3.124109643192347,0.011835553075142316
Country_001,2015,11.180437775438973,0.6974080854835689,10.593681797592229,7.224668284466934,13.85587696758865,2.978650994846361,0.08630101912351316
Country_001,2016,11.44501652539188,0.598895173506802,10.674217458939248,7.224668284466934,16.614285508564855,3.0351018084342214,0.18200985801556183
Country_001,2017,10.605639960393354,0.5617089373146102,10.705838601921464,7.224668284466934,15.06364574355462,3.409879362852897,0.1819277879285802
Country_001,2018,11.955632292619383,0.6726094938462863,10.735369104726335,7.224668284466934,13.692896418993952,3.2452576538997753,0.0007391684488795528
Country_001,2019,11.74901341701013,0.5015184751538656,10.767498085873976,7.224668284466934,11.071297163947264,3.284966602398294,0.09418522293238502
Country_001,2020,10.958892698707464,0.7336537664042608,10.723279287348909,7.224668284466934,13.31310721726766,3.149764115067214,0.10978860413326326
Country_001,2021,11.63480711931201,0.737283867690103,10.86101326867126,7.224668284466934,12.325561853872996,3.1764717820041253,0.0366733045765616
Country_001,2022,12.071277877614417,0.8519031664257337,10.798368740727765,7.224668284466934,9.368379430069123,3.575734709638179,0.07978675085891865
Country_001,2023,11.54291506631323,0.7530711653879079,10.873494556802937,7.224668284466934,13.407068154314633,3.1687189465636902,0.1025409442452643
Country_002,2014,10.6762941729834,0.40463698495866024,11.212535483598487,7.4645537509694435,16.428000988184184,2.975173522223668,0.2720673612897645
Country_002,2015,10.56149850023866,0.6753410014550572,11.211368936961359,7.4645537509694435,11.470305550628272,2.864790676157704,0.06509895936481822
Country_002,2016,10.882150454505172,0.6110183510268095,11.292367669157338,7.4645537509694435,14.770634759457673,3.1461907445890267,0.3688455798277054
Country_002,2017,11.111626867525828,0.7232119215783867,11.316619058787078,7.4645537509694435,11.214059404338753,3.3244894315320908,0.0969830044979592
Country_002,2018,11.372353154906898,0.7228083466435541,11.274825154466923,7.4645537509694435,11.124349920169754,3.260889823974171,0.1955692769469309
Country_002,2019,11.946697370484976,0.7394885536900325,11.399461007180081,7.4645537509694435,20.20546298130944,3.5161762655944173,0.1270895579963364
Country_002,2020,10.672622893389052,0.6326748857919833,11.38794516063276,7.4645537509694435,13.517938440986535,3.3330045596218674,0.00292832833686856
Country_002,2021,11.368603076720094,0.6259623756384853,11.549441551198456,7.4645537509694435,7.765469614816504,3.267093638922022,0.0030450799426231506
Country_002,2022,11.374130073439616,0.5981181537955655,11.440112029575307,7.4645537509694435,13.177901193934732,3.712076028226576,0.019449440274392268
Country_002,2023,11.74864723778044,0.5955045163505823,11.457190291278922,7.4645537509694435,10.93291717916395,3.9278071914784927,0.08116299585636927
Country_003,2014,12.093236134408702,0.5316914262116909,10.746592148915722,6.987428706671197,16.704866669592448,2.845636184448649,0.0152245228913687
Country_003,2015,11.862522370743969,0.5847679994118362,10.785934206596092,6.987428706671197,13.193341534852577,3.2390763380175134,0.026272980911119674
Country_003,2016,11.7442137053213,0.5658800187283369,10.945789282004775,6.987428706671197,16.064930521102294,2.9538517193540694,0.11345454782053706
Country_003,2017,11.153099486233678,0.6022521487261976,10.891872443561454,6.987428706671197,15.049268106858673,3.1461115718200903,0.051316026567549695
Country_003,2018,12.652498989512543,0.599551420319212,10.887053064584483,6.987428706671197,10.504433636070301,3.508613530371817,0.0037089859216427783
Country_003,2019,13.165122904246134,0.6509408775740263,11.001745136607449,6.987428706671197,9.628275697641122,3.330995101754105,0.014228229501384587
Country_003,2020,11.757128164915809,0.5279533931624866,10.969634456932814,6.987428706671197,10.79956624568241,3.4294325393574088,0.06854259564620356
Country_003,2021,12.282279342829595,0.677475867147455,11.06898231296141,6.987428706671197,9.024369002346301,3.4873697025531945,0.03903420218801497
Country_003,2022,12.213616614788567,0.5813565945380688,11.033731065540893,6.987428706671197,9.754600960358813,3.576998093437333,0.0018837602544569208
